ticker,split,model,lookback,signature_level,forward,k_neighbors,signature_mmd,volatility,volatility_error,var_95,var_99,var_95_error,es_95,es_99,es_95_error,max_drawdown,max_drawdown_error,squared_return_acf_error
SPY,validation,signature_bootstrap,20,2,5,20,0.00425193063410237,0.13625436396775575,0.051524127998637065,0.013491168465192544,0.023624090818716463,0.006002028502283803,0.02128698165951475,0.029040621095688578,0.002798152856509188,-0.06628060939427768,0.03903673465061483,0.0435777410774156
EURUSD=X,validation,real,20,2,5,20,,0.08520625322480384,0.0,0.008679789401987669,0.011764545268720738,0.0,0.011057507353115847,0.013384970437742678,0.0,-0.05456861125310367,0.0,0.0
EURUSD=X,validation,historical_bootstrap,20,2,5,20,1.8765964415567623e-05,0.07681957701554029,0.008386676209263547,0.007439221205147584,0.011231819491900778,0.001240568196840085,0.010467177537803834,0.01472019804178723,0.0005903298153120129,-0.045777300472498644,0.008791310780605029,0.024479585882186135
EURUSD=X,validation,signature_bootstrap,20,2,5,20,0.00010273128877639454,0.07338798705623548,0.011818266168568362,0.006893174848201733,0.010371161623533773,0.0017866145537859361,0.009697522301261278,0.013805788133542076,0.0013599850518545686,-0.04033037953053305,0.014238231722570625,0.02412478929968082
SPY,validation,real,20,2,5,50,,0.18777849196639282,0.0,0.019493196967476346,0.02532593439381509,0.0,0.024085134516023936,0.028244347110469803,0.0,-0.10531734404489251,0.0,0.0
SPY,validation,historical_bootstrap,20,2,5,50,0.002779552048089715,0.1744588109906285,0.01331968097576433,0.017112872777416393,0.031227201177578212,0.0023803241900599535,0.027346014010391505,0.03842508035933998,0.003260879494367569,-0.07897177863305109,0.026345565411841423,0.049540895665611887
SPY,validation,signature_bootstrap,20,2,5,50,0.002411470884587755,0.12941106157988008,0.058367430386512736,0.012751353577243224,0.02184867362747355,0.006741843390233123,0.019723790452372037,0.02696686980190165,0.004361344063651899,-0.06461379031785197,0.04070355372704054,0.04154210526319604
EURUSD=X,validation,real,20,2,5,50,,0.08520625322480384,0.0,0.008679789401987669,0.011764545268720738,0.0,0.011057507353115847,0.013384970437742678,0.0,-0.05456861125310367,0.0,0.0
EURUSD=X,validation,historical_bootstrap,20,2,5,50,1.8765964415567623e-05,0.07681957701554029,0.008386676209263547,0.007439221205147584,0.011231819491900778,0.001240568196840085,0.010467177537803834,0.01472019804178723,0.0005903298153120129,-0.045777300472498644,0.008791310780605029,0.024479585882186135
EURUSD=X,validation,signature_bootstrap,20,2,5,50,3.62858894569793e-05,0.07129209315812253,0.013914160066681308,0.006924845590561066,0.010195595216250186,0.0017549438114266031,0.009501619523695836,0.01290350986167479,0.0015558878294200107,-0.04085657109548712,0.013712040157616553,0.021930798266497763
SPY,validation,real,20,2,5,100,,0.18777849196639282,0.0,0.019493196967476346,0.02532593439381509,0.0,0.024085134516023936,0.028244347110469803,0.0,-0.10531734404489251,0.0,0.0
SPY,validation,historical_bootstrap,20,2,5,100,0.002779552048089715,0.1744588109906285,0.01331968097576433,0.017112872777416393,0.031227201177578212,0.0023803241900599535,0.027346014010391505,0.03842508035933998,0.003260879494367569,-0.07897177863305109,0.026345565411841423,0.049540895665611887
SPY,validation,signature_bootstrap,20,2,5,100,0.004131131749912924,0.12277606584809024,0.06500242611830258,0.011900273643999228,0.020644878229079306,0.007592923323477118,0.018498251331632336,0.024964331634427284,0.0055868831843916,-0.05477573914361076,0.050541604901281754,0.042960231512554334
EURUSD=X,validation,real,20,2,5,100,,0.08520625322480384,0.0,0.008679789401987669,0.011764545268720738,0.0,0.011057507353115847,0.013384970437742678,0.0,-0.05456861125310367,0.0,0.0
EURUSD=X,validation,historical_bootstrap,20,2,5,100,1.8765964415567623e-05,0.07681957701554029,0.008386676209263547,0.007439221205147584,0.011231819491900778,0.001240568196840085,0.010467177537803834,0.01472019804178723,0.0005903298153120129,-0.045777300472498644,0.008791310780605029,0.024479585882186135
EURUSD=X,validation,signature_bootstrap,20,2,5,100,0.0001367465360046489,0.07228870112611223,0.01291755209869161,0.0067043816133330065,0.010545925284144452,0.0019754077886546626,0.009687180057238644,0.013524922542238088,0.0013703272958772023,-0.040474570015165065,0.014094041237938608,0.024410590067716252
SPY,validation,real,20,3,1,5,,0.18777849196639282,0.0,0.019493196967476346,0.02532593439381509,0.0,0.024085134516023936,0.028244347110469803,0.0,-0.10531734404489251,0.0,0.0
SPY,validation,historical_bootstrap,20,3,1,5,0.0015168620190740014,0.17774738868581086,0.01003110328058196,0.0165480653477423,0.03275146975983915,0.0029451316197340455,0.029044259973951502,0.04555678995154705,0.004959125457927566,-0.08992208132997967,0.015395262714912844,0.03688446274931155
SPY,validation,signature_bootstrap,20,3,1,5,0.00290072801405546,0.14847479420669715,0.039303697759695666,0.015032046013302247,0.025620113879011343,0.0044611509541741,0.023085213579524817,0.031107929814426984,0.0009999209364991192,-0.07506245014288501,0.0302548939020075,0.03670189884988301
EURUSD=X,validation,real,20,3,1,5,,0.08520625322480384,0.0,0.008679789401987669,0.011764545268720738,0.0,0.011057507353115847,0.013384970437742678,0.0,-0.05456861125310367,0.0,0.0
EURUSD=X,validation,historical_bootstrap,20,3,1,5,7.863377241306982e-05,0.077418519741797,0.007787733483006834,0.007145730311319926,0.01139383976015668,0.0015340590906677432,0.010405850954854943,0.014607672577161713,0.0006516563982609039,-0.04727752570405906,0.007291085549044611,0.027644243793049784
EURUSD=X,validation,signature_bootstrap,20,3,1,5,0.00019061917990894684,0.07018666542795375,0.015019587796850087,0.006842933600130362,0.010103167433212514,0.0018368558018573072,0.009411464447183548,0.012843894821308982,0.0016460429059322983,-0.03755738730858439,0.01701122394451928,0.02775659671350107
